,manufacturer,transmission,fuel_type,cylinders,wheels,msrp,style,model,year,horsepower,doors,market_category,size,highwaympg,citympg,popularity
781,10,4,7,6,2,29440,3,137,1,261,4,6,3,20,16,2009
782,10,2,7,6,4,31690,8,55,4,261,4,6,1,22,16,2009
783,2,2,6,4,3,35500,11,26,3,220,4,9,3,32,24,3105
784,5,2,7,4,3,25135,3,20,5,180,4,1,1,30,22,819
785,8,2,6,4,1,43125,11,40,4,241,4,9,3,31,24,617
786,3,2,6,6,1,46800,3,128,4,300,4,1,3,27,19,3916
787,8,1,6,4,1,33500,11,44,3,208,4,9,3,32,24,617
788,3,4,6,4,4,38350,11,7,4,240,4,9,3,34,22,3916
789,8,2,1,4,1,38590,3,62,1,200,4,1,3,33,24,617
790,8,2,6,8,4,67000,7,40,5,469,2,4,3,23,17,617
791,7,2,5,4,4,25980,5,77,2,158,2,10,1,28,21,586
792,4,2,4,4,3,24490,11,5,4,184,4,5,3,36,23,1013
793,3,2,6,6,4,62100,11,35,4,335,4,9,2,30,23,3916
794,7,2,7,4,3,20940,10,15,1,157,4,6,1,28,22,586
795,10,2,7,6,3,43180,10,94,3,260,4,6,1,27,20,2009
796,10,2,7,8,4,38510,3,38,3,317,4,6,2,19,13,2009
797,2,1,5,4,1,47000,12,27,5,252,4,9,3,28,23,3105
798,2,2,5,4,1,41300,3,91,5,200,4,1,1,28,20,3105
799,11,2,7,4,3,41750,12,123,4,240,4,9,3,29,25,870
800,7,2,7,4,3,24965,3,47,3,184,4,1,3,32,25,586
801,3,2,5,4,4,38750,11,7,5,248,4,9,3,34,23,3916
802,10,2,5,6,3,39960,11,78,4,300,4,8,3,30,22,2009
803,10,2,7,6,3,29830,11,37,3,270,4,10,3,32,22,2009
804,3,2,6,6,4,77300,7,22,4,315,2,9,3,31,20,3916
805,11,2,7,4,3,40950,3,134,5,240,4,1,3,30,23,870
806,10,2,7,6,3,32800,3,84,5,260,4,1,3,28,21,2009
807,10,4,7,4,3,11990,11,125,5,109,4,6,1,36,27,2009
808,3,2,6,6,4,84300,11,36,2,350,4,9,2,30,22,3916
809,2,2,5,4,1,43300,12,139,2,220,4,9,3,27,20,3105
810,3,2,6,8,1,98800,3,131,5,567,4,1,3,19,14,3916
811,8,2,6,8,4,147300,5,111,3,557,2,4,1,25,16,617
812,2,1,5,4,3,38150,5,25,3,170,2,9,1,35,24,3105
813,4,2,4,6,3,35315,10,122,3,283,4,5,3,25,17,1013
814,2,1,6,10,1,160300,7,95,2,525,2,9,1,22,13,3105
815,7,2,7,4,3,22270,10,15,2,157,4,6,1,28,22,586
816,10,2,7,6,2,37790,3,90,5,284,4,1,2,26,19,2009
817,4,2,7,6,1,34840,11,9,5,292,4,6,2,27,18,1013
818,3,2,6,6,4,60900,2,17,4,300,4,7,2,28,19,3916
819,10,2,7,8,2,49460,8,121,5,390,4,6,2,21,15,2009
820,3,2,5,4,1,42950,12,7,5,248,4,9,3,33,23,3916
821,10,2,5,4,3,25240,2,65,3,188,4,1,1,32,28,2009
822,11,2,7,4,3,45675,12,135,4,240,4,1,3,31,23,870
823,10,2,6,6,4,46570,5,10,3,332,2,8,1,25,18,2009
824,11,2,5,4,3,45750,3,136,5,250,4,1,2,26,22,870
825,4,2,4,6,3,32995,10,122,2,283,4,5,3,25,17,1013
826,8,1,6,4,3,31300,3,58,3,208,4,1,1,35,25,617
827,3,1,6,6,4,57500,5,138,4,300,2,9,1,24,17,3916
828,7,2,7,4,3,19595,2,6,4,155,4,7,1,40,30,586
829,3,2,6,4,1,41250,3,128,5,240,4,1,3,28,21,3916
830,10,4,6,6,4,45490,7,10,5,350,2,4,1,26,18,2009
831,7,4,5,4,4,26905,5,77,2,167,2,10,1,28,21,586
832,8,2,6,4,4,38400,11,40,3,241,4,9,3,34,25,617
833,2,1,6,10,1,182500,7,95,3,550,2,9,1,22,13,3105
834,7,2,7,4,3,25795,11,6,4,184,4,10,1,39,28,586
835,10,2,7,4,3,17760,12,51,1,122,4,6,1,31,27,2009
836,9,4,7,4,3,19595,3,88,4,148,4,1,1,29,23,436
837,2,1,5,4,3,37300,11,26,5,252,4,9,3,33,25,3105
838,10,4,7,6,2,30550,9,55,3,261,4,6,1,21,16,2009
839,8,2,6,8,4,131400,5,100,5,449,2,9,2,25,17,617
840,7,4,7,4,3,19940,10,15,1,157,4,6,1,28,21,586
841,2,2,5,4,1,40700,12,139,2,220,4,9,3,27,20,3105
842,8,2,6,6,4,54550,7,52,5,329,2,9,3,29,20,617
843,2,1,6,4,1,42500,11,101,4,292,4,4,1,31,23,3105
844,7,2,7,6,3,35035,3,48,2,273,4,1,2,24,17,586
845,8,2,6,8,1,93600,11,52,3,550,4,4,3,23,16,617
846,10,2,7,4,3,13680,11,125,5,109,4,6,1,35,26,2009
847,2,2,6,6,1,52700,3,116,3,354,4,1,3,24,17,3105
848,8,2,6,8,1,121550,7,100,4,449,2,9,2,24,16,617
849,2,1,5,4,1,36900,11,25,4,220,4,9,1,33,24,3105
850,3,2,6,6,1,82500,11,23,4,315,4,9,2,29,20,3916
851,3,2,1,4,1,41850,11,7,4,180,4,2,3,40,30,3916
852,8,2,6,6,4,44050,7,40,3,302,2,9,1,28,20,617
853,2,2,6,6,1,64300,3,93,5,333,4,1,2,25,19,3105
854,2,1,5,4,1,34200,11,25,5,220,4,9,1,35,26,3105
855,2,1,5,4,1,44000,12,27,5,252,4,9,3,28,23,3105
856,10,4,7,4,3,16780,11,117,4,130,4,6,3,36,27,2009
857,11,2,7,6,1,45800,3,134,3,325,4,1,3,24,17,870
858,11,2,7,4,1,46350,3,134,5,302,4,1,3,29,20,870
859,3,2,6,8,4,128300,11,33,3,540,4,4,2,25,16,3916
860,9,4,7,3,3,12995,2,82,5,78,4,7,1,41,33,436
861,10,2,7,8,2,43280,8,121,2,317,4,5,2,17,12,2009
862,8,2,6,8,4,154600,7,43,2,536,2,4,2,22,15,617
863,3,4,6,6,4,64200,7,72,3,425,2,4,3,26,17,3916
864,10,2,7,6,4,25750,8,55,5,261,4,6,1,23,16,2009
865,2,2,6,4,1,47900,5,28,4,220,2,9,3,29,21,3105
866,10,4,6,6,4,45270,5,10,5,332,2,8,1,24,17,2009
867,8,2,6,6,1,54800,11,52,3,302,4,9,3,28,20,617
868,8,2,6,8,1,103200,12,52,3,577,4,4,3,21,15,617
869,2,1,6,10,1,173800,5,95,2,525,2,9,1,22,13,3105
870,9,2,7,4,1,21095,11,66,5,168,4,6,1,30,23,436
871,8,2,6,8,1,64550,3,57,2,362,4,1,2,19,14,617
872,11,2,5,4,1,53250,3,136,4,250,4,1,2,25,22,870
873,10,2,7,8,4,31910,8,121,2,317,4,5,2,18,13,2009
874,10,2,7,6,3,32090,11,37,4,270,4,10,3,32,22,2009
875,11,2,7,6,1,37250,3,134,3,240,4,1,3,25,18,870
876,8,2,6,6,4,57650,5,113,3,302,2,9,1,29,21,617
877,3,4,6,6,4,44400,5,1,1,300,2,9,1,28,19,3916
878,10,2,7,6,1,38730,3,84,4,260,4,1,3,28,21,2009
879,10,2,7,8,4,49880,3,38,3,317,4,6,2,19,13,2009
880,8,2,6,6,4,37900,3,62,3,302,4,1,3,25,19,617
881,11,2,7,5,1,43520,12,123,4,250,4,9,3,29,20,870
882,7,2,7,4,3,28570,3,47,4,184,4,1,3,33,26,586
883,3,2,6,4,1,43650,11,12,4,240,4,9,3,34,22,3916
884,3,2,6,6,4,84300,11,36,3,335,4,9,2,30,22,3916
885,10,2,5,6,3,32510,11,78,4,300,4,8,3,30,22,2009
886,2,1,5,4,3,51600,11,29,5,252,4,9,3,354,24,3105
887,5,2,5,4,3,24695,12,19,3,160,4,6,1,30,22,819
888,10,2,7,6,3,29740,3,84,5,260,4,1,3,28,21,2009
889,2,4,6,8,1,114900,7,95,2,430,2,9,1,20,11,3105
890,10,2,6,6,4,43290,7,10,3,350,2,4,1,26,19,2009
891,3,2,6,8,4,94400,11,24,4,445,4,9,2,25,17,3916
892,3,2,6,8,1,131300,11,33,3,540,4,4,2,24,16,3916
893,11,2,7,4,1,47400,11,105,5,302,4,9,3,31,23,870
894,4,2,7,6,1,38175,11,9,5,300,4,6,2,27,18,1013
895,2,4,6,10,1,164700,5,95,2,525,2,9,1,19,12,3105
896,10,2,5,6,3,34380,11,78,2,290,4,10,3,26,19,2009
897,10,2,7,8,4,50780,3,38,3,317,4,6,2,19,13,2009
898,4,2,4,4,3,24490,11,5,5,184,4,5,3,36,23,1013
899,10,4,7,6,2,28890,8,55,4,261,4,6,1,21,16,2009
900,10,2,7,6,2,34830,3,90,3,260,4,1,2,26,19,2009
901,8,1,6,8,4,228080,5,115,3,583,2,3,1,19,13,617
902,10,2,7,6,4,31360,8,55,3,261,4,6,1,21,15,2009
903,8,2,6,8,4,74100,11,45,4,402,4,9,3,26,17,617
904,10,2,5,6,3,37870,11,78,5,300,4,8,3,30,21,2009
905,2,2,1,6,1,52900,3,93,2,240,4,1,2,28,19,3105
906,3,2,1,6,1,59400,11,16,3,255,4,2,2,37,26,3916
907,7,2,7,4,3,26495,2,6,4,184,4,7,1,37,27,586
908,8,2,6,8,1,104300,12,52,4,577,4,4,3,21,15,617
909,8,2,6,6,1,59000,12,52,3,302,4,9,3,27,20,617
910,2,2,6,6,1,58600,11,29,5,333,4,9,3,29,21,3105
911,8,2,6,6,4,52000,3,60,5,302,4,1,3,23,18,617
912,2,1,5,4,3,35600,5,25,3,170,2,9,1,35,24,3105
913,5,4,5,4,3,20795,12,19,4,160,4,6,1,33,25,819
914,8,2,6,8,4,71900,11,40,3,503,4,4,3,25,18,617
915,7,2,7,4,3,23595,11,6,4,155,4,6,1,41,30,586
916,2,2,5,8,1,115900,11,108,5,605,4,4,2,24,15,3105
917,2,2,5,4,1,49800,12,139,3,220,4,9,3,28,21,3105
918,4,2,7,6,4,36170,11,9,5,300,4,10,2,30,19,1013
919,10,4,7,6,4,25860,8,55,3,261,4,6,1,22,16,2009
920,10,2,7,8,4,29360,9,121,2,317,4,5,2,18,13,2009
921,2,1,5,4,1,43100,5,25,4,220,2,9,1,32,23,3105
922,10,2,5,4,1,27230,2,65,4,188,4,1,1,31,26,2009
923,9,2,7,4,3,24995,3,87,4,166,4,1,3,31,25,436
924,10,2,7,6,2,33390,8,55,5,261,4,6,1,21,15,2009
925,7,4,5,4,4,28600,5,77,4,155,2,10,1,34,27,586
926,10,2,7,6,1,40780,3,84,4,260,4,1,3,28,21,2009
927,3,2,6,4,1,39500,11,7,3,240,4,9,3,33,22,3916
928,10,4,5,4,3,24830,2,65,4,188,4,1,1,34,28,2009
929,7,2,7,4,3,24815,3,47,2,184,4,1,3,32,25,586
930,11,2,7,6,1,46950,3,134,4,325,4,1,3,23,17,870
931,4,2,7,6,1,45190,11,9,4,292,4,6,2,27,18,1013
932,11,2,5,4,1,65700,3,136,4,316,4,1,2,25,20,870
933,6,1,6,8,4,198973,5,50,3,553,2,3,1,23,16,2774
934,3,2,1,4,1,43450,12,7,3,180,4,2,3,43,31,3916
935,10,2,7,8,2,39780,8,121,2,317,4,5,2,17,12,2009
936,2,2,6,6,1,61600,11,29,5,333,4,9,3,31,22,3105
937,10,2,7,6,2,34500,3,90,3,260,4,1,2,26,19,2009
938,4,2,7,6,3,30495,10,89,5,287,4,6,3,28,18,1013
939,10,2,7,8,4,52310,8,121,5,390,4,6,2,21,15,2009
940,2,2,6,4,1,52500,3,92,4,245,4,1,3,30,24,3105
941,3,2,5,6,1,49900,11,7,5,320,4,9,3,31,21,3916
942,5,2,7,4,1,27035,3,20,4,180,4,1,1,30,21,819
943,2,4,3,4,1,41200,7,28,5,220,2,5,3,32,23,3105
944,10,2,7,6,3,29510,3,90,3,260,4,1,2,27,20,2009
945,3,2,6,8,1,90300,11,24,3,445,4,9,2,24,16,3916
946,10,2,7,6,2,35260,8,55,3,261,4,6,1,21,15,2009
947,8,2,6,6,1,69650,3,61,5,362,4,1,3,23,17,617
948,10,2,6,4,1,30020,2,65,5,211,4,1,1,29,25,2009
949,10,2,7,6,3,36950,3,84,3,260,4,1,3,28,21,2009
950,2,1,5,4,3,39750,11,25,4,170,4,9,1,33,23,3105
951,10,2,7,4,3,14040,11,125,4,109,4,6,1,40,31,2009
952,3,2,6,8,1,97600,11,24,5,445,4,9,2,25,16,3916
953,2,2,6,8,1,106500,11,97,3,560,4,4,2,27,16,3105
954,7,2,7,4,3,27970,3,47,3,184,4,1,3,32,25,586
955,5,2,5,4,3,20885,5,18,5,101,2,6,1,33,27,819
956,5,2,7,4,1,23890,3,20,5,180,4,1,1,29,21,819
957,10,4,7,6,2,26300,3,137,2,261,4,6,3,20,16,2009
958,9,2,7,3,3,16495,2,82,5,78,4,7,1,43,37,436
959,3,2,6,8,4,88700,7,22,4,445,2,9,3,25,17,3916
960,3,2,5,6,1,50300,11,12,5,320,4,9,3,31,21,3916
961,10,4,7,6,2,32340,8,55,5,261,4,6,1,21,16,2009
962,7,4,7,4,3,23145,11,6,5,184,4,10,3,34,25,586
963,8,2,6,6,1,39900,3,62,3,302,4,1,3,25,18,617
964,10,2,7,8,2,60490,3,38,5,390,4,6,2,18,13,2009
965,2,1,6,4,1,51900,7,120,4,292,2,4,1,27,23,3105
966,10,2,7,8,4,41160,8,121,3,317,4,5,2,18,13,2009
967,3,2,6,6,1,45750,11,7,3,300,4,9,3,30,20,3916
968,3,2,6,6,1,57000,3,130,4,300,4,1,3,24,18,3916
969,10,2,7,6,3,41560,3,90,3,260,4,1,2,27,20,2009
970,3,2,6,6,1,84500,11,24,5,320,4,9,2,28,19,3916
971,8,2,6,4,1,54650,11,52,5,241,4,9,3,29,22,617
972,2,2,5,4,1,44500,12,139,3,220,4,9,3,28,21,3105
973,7,2,7,4,3,22070,10,15,1,157,4,6,1,28,22,586
974,2,2,6,4,1,51900,3,92,3,245,4,1,3,30,24,3105
975,3,2,6,6,4,60700,2,17,3,300,4,7,2,28,19,3916
976,10,2,6,6,4,39270,7,10,4,332,2,8,1,26,19,2009
977,2,2,6,4,3,38000,11,26,4,220,4,9,3,31,22,3105
978,8,2,6,6,1,62900,3,69,3,329,4,1,3,22,18,617
979,10,2,7,8,2,52860,3,38,2,317,4,5,2,18,12,2009
980,8,2,6,8,1,143250,11,100,4,577,4,4,2,23,15,617
981,10,2,7,6,1,34220,3,84,3,260,4,1,3,28,21,2009
982,10,2,6,6,4,34870,7,10,4,332,2,8,1,26,19,2009
983,3,2,6,6,4,46250,7,11,3,300,2,9,3,32,21,3916
984,8,2,6,8,1,119450,3,57,3,550,4,1,2,17,13,617
985,3,1,6,8,4,118200,5,75,3,560,2,4,3,20,14,3916
986,9,2,5,6,1,28195,3,87,3,224,4,1,3,28,20,436
987,5,4,5,4,3,20395,1,18,4,101,2,7,1,40,31,819
988,3,2,6,6,1,57800,3,129,4,360,4,1,3,25,18,3916
989,4,2,7,6,1,38095,11,9,4,300,4,6,2,27,18,1013
990,10,2,7,8,4,34440,8,121,2,317,4,5,2,18,13,2009
991,8,2,6,6,1,53600,3,60,4,302,4,1,3,22,17,617
992,10,2,7,4,1,25170,3,98,5,170,4,1,3,32,25,2009
993,2,2,6,6,1,54800,3,93,3,280,4,1,2,22,16,3105
994,8,2,6,8,1,76600,11,45,4,402,4,9,3,25,17,617
995,2,2,5,4,3,48350,11,29,3,220,4,9,3,33,25,3105
996,3,2,6,6,1,46150,7,4,4,320,2,4,1,30,20,3916
997,3,2,1,4,1,42750,3,128,5,180,4,1,3,34,27,3916
998,11,2,7,4,1,44200,11,106,5,240,4,9,3,30,22,870
999,9,4,6,4,1,37995,11,67,3,303,4,4,1,23,17,436
1000,10,2,5,4,1,26940,2,65,5,188,4,1,1,30,26,2009
1001,2,1,6,10,1,179645,7,95,2,550,2,9,1,22,13,3105
1002,3,2,6,8,4,91200,11,23,5,445,4,9,2,24,17,3916
1003,7,2,7,4,1,24045,3,47,2,155,4,1,3,31,25,586
1004,10,4,7,4,4,22180,9,55,4,152,4,6,1,23,19,2009
1005,2,2,5,4,1,34600,3,91,3,200,4,1,1,28,20,3105
1006,8,2,6,6,1,50290,3,69,2,302,4,1,3,22,17,617
1007,10,2,7,6,3,32350,11,37,3,270,4,10,3,32,22,2009
1008,7,4,7,4,3,21795,3,47,4,155,4,1,3,35,26,586
1009,8,2,6,8,4,73250,11,40,4,503,4,4,3,25,18,617
1010,11,2,5,4,3,46950,11,110,5,250,4,9,2,34,23,870
1011,8,2,5,4,4,32500,10,81,4,208,4,9,1,23,20,617
1012,8,2,6,8,1,107800,11,45,4,577,4,4,3,22,16,617
1013,10,2,7,8,2,45020,8,121,5,390,4,6,2,20,15,2009
1014,4,2,4,6,3,29995,10,122,4,283,4,5,3,25,17,1013
1015,9,2,7,4,3,21495,2,68,1,168,4,7,1,29,22,436
1016,4,2,7,6,4,42770,11,9,5,292,4,10,2,30,19,1013
1017,11,2,7,5,1,41150,3,134,3,250,4,1,3,25,18,870
1018,3,4,6,4,4,48950,5,138,3,240,2,9,1,34,22,3916
1019,10,2,7,4,1,25840,3,98,3,170,4,1,3,32,25,2009
1020,7,2,7,6,1,34070,3,48,3,273,4,1,2,22,16,586
1021,4,2,4,4,3,26625,11,5,3,184,4,5,3,36,23,1013
1022,10,4,7,4,3,16900,12,51,2,122,4,6,1,30,25,2009
1023,8,2,6,6,1,64600,3,60,4,329,4,1,3,22,18,617
1024,2,1,6,8,1,70900,7,96,3,450,2,4,3,23,16,3105
1025,10,4,7,6,2,27240,9,55,3,261,4,6,1,21,16,2009
1026,3,2,6,6,4,55500,3,130,5,300,4,1,3,25,18,3916
1027,10,2,7,6,2,34840,3,90,4,260,4,1,2,26,19,2009
1028,5,2,5,4,3,20995,12,19,5,160,4,6,1,30,22,819
1029,10,2,7,4,3,20150,3,99,2,170,4,1,3,28,23,2009
1030,2,1,6,8,1,69600,7,96,2,450,2,4,3,23,16,3105
1031,8,2,6,12,4,222000,11,100,3,621,4,4,2,20,13,617
1032,7,4,6,4,3,24200,2,80,1,263,4,7,1,25,18,586
1033,3,2,6,6,1,47950,3,128,5,300,4,1,3,26,19,3916
1034,10,2,7,4,1,29630,3,98,3,170,4,1,3,32,25,2009
1035,11,2,7,4,1,47200,3,134,4,302,4,1,3,28,20,870
1036,10,2,7,8,2,52550,3,38,5,390,4,6,2,18,13,2009
1037,7,4,7,4,3,16945,11,6,3,155,4,6,1,41,29,586
1038,2,4,6,6,1,53100,7,103,4,333,2,4,3,26,17,3105
1039,9,2,7,3,3,14095,2,82,3,74,4,7,1,44,37,436
1040,7,4,5,4,4,24915,5,77,4,155,2,10,1,34,27,586
1041,8,2,6,4,4,40575,11,40,3,241,4,9,3,34,25,617
1042,7,4,7,4,3,14720,2,3,2,100,4,7,1,35,29,586
1043,4,2,4,6,1,30900,11,5,5,295,4,5,3,28,18,1013
1044,11,2,7,6,1,49200,12,123,4,325,4,9,3,27,18,870
1045,10,4,7,4,3,16530,11,117,3,130,4,6,3,36,27,2009
1046,2,4,6,4,1,39100,11,26,4,220,4,9,3,32,22,3105
1047,3,2,6,8,1,97900,5,22,3,445,2,9,3,24,16,3916
1048,9,2,7,4,3,22795,3,88,3,148,4,1,1,32,25,436
1049,10,2,7,8,2,53680,3,38,3,317,4,6,2,18,12,2009
1050,2,4,6,4,1,43800,11,26,3,220,4,9,3,32,22,3105
1051,9,2,7,4,1,21995,11,66,4,168,4,6,1,31,23,436
1052,10,4,7,6,2,29700,8,55,5,261,4,6,1,21,16,2009
1053,2,1,6,8,1,68900,7,96,1,450,2,4,3,23,16,3105
1054,8,1,6,4,1,48500,11,44,3,355,4,4,3,31,23,617
1055,9,2,7,4,1,26995,3,87,4,166,4,1,3,29,24,436
1056,2,2,5,4,1,49200,12,139,2,220,4,9,3,27,20,3105
1057,10,4,7,6,2,31840,8,55,4,261,4,6,1,21,16,2009
1058,3,2,6,4,4,40750,7,11,3,240,2,9,3,35,23,3916
1059,2,1,5,4,3,36600,5,25,4,170,2,9,1,35,24,3105
1060,10,2,7,6,3,32690,11,37,4,270,4,10,3,32,22,2009
1061,2,1,5,4,1,48000,11,26,5,252,4,9,3,31,24,3105
1062,7,2,7,4,3,18895,11,6,5,155,4,6,3,37,28,586
1063,8,2,6,4,1,42575,11,40,3,241,4,9,3,27,19,617
1064,10,2,7,6,1,40600,3,84,3,260,4,1,3,28,21,2009
1065,3,2,6,6,4,61900,11,35,3,335,4,9,2,30,23,3916
1066,2,2,1,6,1,73050,11,30,4,240,4,2,2,35,24,3105
1067,3,3,2,0,4,42400,2,140,4,170,4,7,1,111,137,3916
1068,8,2,1,4,1,39400,3,62,3,200,4,1,3,33,24,617
1069,8,1,6,4,1,48300,3,58,3,355,4,1,1,29,23,617
1070,8,2,6,6,1,68490,11,45,3,329,4,9,3,28,20,617
1071,11,2,7,6,1,42700,11,105,3,325,4,4,3,28,19,870
1072,3,2,6,4,1,40500,3,128,3,240,4,1,3,28,21,3916
1073,10,2,5,6,3,34590,11,78,5,300,4,8,3,30,21,2009
1074,10,2,7,6,4,23660,3,137,3,261,4,6,3,22,16,2009
1075,3,2,6,8,1,98800,3,131,4,567,4,1,3,19,14,3916
1076,4,2,4,6,3,31465,10,122,3,283,4,5,3,25,17,1013
1077,4,2,4,6,3,37345,10,122,4,283,4,5,3,25,17,1013
1078,5,2,7,4,1,25235,3,20,5,180,4,1,1,29,21,819
1079,3,2,6,4,3,33100,3,127,5,228,4,1,1,32,23,3916
1080,10,2,5,6,3,34490,11,78,4,300,4,8,3,30,22,2009
1081,3,4,6,6,4,63500,11,71,4,425,4,4,3,26,17,3916
1082,11,2,7,5,1,45650,3,134,4,250,4,1,3,26,19,870
1083,10,2,7,6,3,26450,11,37,3,270,4,10,3,32,22,2009
1084,10,2,7,6,3,33140,3,90,3,260,4,1,2,27,20,2009
1085,2,2,3,4,1,40900,3,92,5,220,4,1,3,27,20,3105
1086,11,2,7,5,1,44650,12,124,3,250,4,1,3,28,20,870
1087,7,2,5,4,4,29265,5,77,2,158,2,10,1,28,21,586
1088,4,2,7,6,1,45270,11,9,5,292,4,6,2,27,18,1013
1089,10,2,7,6,2,31200,3,90,3,260,4,1,2,26,19,2009
1090,3,2,6,6,4,79500,11,23,4,315,4,9,2,31,20,3916
1091,2,1,1,4,3,42050,11,25,4,150,4,2,1,43,31,3105
1092,3,2,6,4,1,39500,11,7,3,240,4,9,3,33,22,3916
1093,11,2,7,5,1,41200,12,124,4,250,4,1,3,28,20,870
1094,10,2,7,8,2,47800,3,38,5,390,4,6,2,18,13,2009
1095,2,1,5,4,1,42300,5,25,4,220,2,9,1,32,23,3105
1096,2,1,5,4,3,38700,11,26,5,190,4,9,3,37,27,3105
1097,3,2,6,4,4,38500,3,128,3,240,4,1,3,28,21,3916
1098,4,2,4,4,3,25690,11,5,5,184,4,5,3,36,23,1013
1099,2,2,6,4,1,40900,3,92,4,220,4,1,3,28,20,3105
1100,5,4,5,4,3,16845,1,18,3,101,2,7,1,40,31,819
1101,11,2,7,6,1,43850,3,134,3,300,4,1,3,24,17,870
1102,3,2,6,4,4,33150,11,7,4,180,4,9,3,36,24,3916
1103,3,2,6,4,1,40650,5,4,4,240,2,9,1,34,22,3916
1104,3,2,6,8,1,71400,2,17,3,445,4,7,2,24,16,3916
1105,10,2,7,6,4,25200,9,55,5,261,4,6,1,23,16,2009
1106,2,1,5,4,1,38600,5,25,3,220,2,9,1,32,23,3105
1107,2,1,5,4,3,34400,11,25,4,170,4,9,1,33,23,3105
1108,10,2,5,4,1,27230,2,65,5,188,4,1,1,30,26,2009
1109,10,2,7,4,4,22160,9,55,5,152,4,6,1,22,17,2009
1110,10,2,7,6,3,37130,3,84,5,260,4,1,3,28,21,2009
1111,10,2,7,6,2,26750,8,55,4,261,4,6,1,21,15,2009
1112,9,2,7,4,2,22695,3,88,3,168,4,1,1,26,23,436
1113,7,4,7,4,3,22745,11,6,3,155,4,6,1,41,29,586
1114,10,2,7,4,3,23820,3,98,5,170,4,1,3,33,26,2009
1115,8,2,6,4,4,39500,11,40,5,241,4,9,3,34,24,617
1116,10,2,7,4,4,23910,9,55,5,152,4,6,1,22,17,2009
1117,11,2,7,4,3,36800,11,105,4,240,4,9,3,38,26,870
1118,2,1,6,8,1,138400,5,95,3,430,2,9,1,23,14,3105
1119,10,2,7,8,2,32490,9,121,3,317,4,5,2,17,12,2009
1120,2,1,5,4,3,47600,11,29,5,252,4,9,3,34,24,3105
1121,10,2,7,8,2,43810,3,38,3,317,4,6,2,18,12,2009
1122,8,2,6,8,4,60650,7,52,5,402,2,9,3,26,18,617
1123,10,4,6,6,4,48100,5,10,3,332,2,8,1,24,17,2009
1124,8,2,6,12,4,247900,5,100,5,621,2,4,2,21,14,617
1125,10,2,6,4,1,30020,2,65,3,211,4,1,1,29,25,2009
1126,5,4,5,4,3,26695,5,18,4,160,2,4,1,34,28,819
1127,3,2,5,4,1,35150,7,4,5,248,2,9,1,33,24,3916
1128,10,4,7,6,4,22700,8,55,3,261,4,6,1,22,16,2009
1129,10,2,7,6,2,35590,8,55,4,261,4,6,1,21,15,2009
1130,2,1,6,6,1,54100,7,103,4,333,2,4,3,28,18,3105
1131,8,2,6,6,1,52000,11,40,5,362,4,4,3,29,21,617
1132,7,2,7,4,3,24295,2,6,3,155,4,7,1,40,30,586
1133,10,2,7,6,4,26630,8,55,5,261,4,6,1,23,16,2009
1134,8,2,6,8,1,100600,11,52,3,577,4,4,3,22,15,617
1135,10,2,7,4,4,23020,9,55,3,152,4,6,1,23,17,2009
1136,11,2,7,4,3,39650,3,134,3,240,4,1,3,31,24,870
1137,11,2,7,4,3,35400,12,135,3,240,4,1,3,31,24,870
1138,4,2,4,6,3,40645,10,122,4,283,4,5,3,25,17,1013
1139,8,1,6,8,4,275000,7,114,2,622,2,3,1,17,13,617
1140,2,1,5,4,1,48450,5,25,4,220,2,9,1,32,23,3105
1141,3,2,6,8,1,71500,3,130,4,445,4,1,3,21,15,3916
1142,10,4,6,6,4,37970,7,10,5,332,2,8,1,26,18,2009
1143,2,1,6,4,1,48700,7,120,3,265,2,4,1,31,22,3105
1144,10,2,6,6,4,46790,7,10,5,350,2,4,1,26,19,2009
1145,3,2,6,8,1,102200,3,133,5,567,4,1,3,19,14,3916
1146,3,2,5,4,4,33450,11,7,5,180,4,9,3,35,23,3916
1147,9,2,7,3,3,15195,2,82,2,74,4,7,1,44,37,436
1148,3,1,6,8,4,92900,11,74,2,552,4,4,2,20,14,3916
1149,10,2,7,8,4,31940,9,121,3,317,4,5,2,18,13,2009
1150,8,2,6,8,1,77350,11,45,5,402,4,9,3,25,17,617
1151,8,2,6,6,4,63100,11,52,4,329,4,9,3,29,20,617
1152,3,2,6,4,1,42300,11,12,3,240,4,9,3,33,22,3916
1153,3,2,6,4,4,38950,3,128,4,240,4,1,3,28,21,3916
1154,3,2,5,4,1,52300,5,11,5,248,2,9,3,32,22,3916
1155,3,2,6,6,4,54700,3,130,4,300,4,1,3,25,18,3916
1156,2,1,1,4,3,32600,11,25,3,150,4,2,1,43,31,3105
1157,7,2,7,6,3,32480,3,48,2,273,4,1,2,24,17,586
1158,10,2,7,4,1,24680,3,98,4,170,4,1,3,32,25,2009
1159,7,4,7,4,3,20095,2,6,3,155,4,7,1,40,29,586
1160,10,2,7,6,2,32560,8,55,3,261,4,6,1,21,15,2009
1161,9,2,7,4,3,20795,3,88,4,148,4,1,1,31,24,436
1162,4,2,7,6,4,42395,11,9,3,292,4,10,2,31,19,1013
1163,11,2,7,4,3,42350,3,134,3,302,4,1,3,30,22,870
1164,10,2,7,6,3,31950,11,37,3,270,4,10,3,32,22,2009
1165,2,2,1,6,1,59900,3,93,3,240,4,1,2,28,19,3105
1166,10,2,5,6,1,41995,6,85,2,265,2,1,3,22,17,2009
